Ano,Região,Média_Geral,Média_Geral_Ponderada,N_Alunos,Matemática,Leitura,Ciências,Matemática_Ponderada,Leitura_Ponderada,Ciências_Ponderada
2018,Centro-Oeste,423.1831209512095,411.95111239007764,813,405.634024600246,435.51614022140217,428.39919803198035,395.34445814707635,423.2513281458942,417.2575508772623
2018,Sudeste,421.5650468373824,416.931168268466,1523,403.6909389363099,436.7857852921865,424.2184162836507,399.59965768351026,431.8872314050313,419.3066157168564
2018,Sul,409.71206321839077,409.8330043045034,4060,389.90526871921185,424.71730615763545,414.5136147783251,389.9663444812547,424.5641593656627,414.96850906659273
2018,Norte,387.11817990495587,381.47195281247997,982,371.7783757637474,397.9258584521385,391.65030549898165,368.73824388397605,391.1308875034015,384.54672705006243
2018,Nordeste,383.3962509306771,378.71995749589854,3313,366.9265985511621,395.64332900694234,387.618825233927,363.7917240045088,389.40162340385376,382.96652507933294
