Ano,Região,UF,Filtro,Média_Geral,N_Alunos,Ciências_Natureza,Ciências_Humanas,Linguagens,Matemática,Redação
2015,Centro-Oeste,DF,STRICT_3EM,469.81173227383863,32720,440.7312438875306,506.64023838630806,461.16039425427874,430.6918337408313,495.9247860635697
2015,Nordeste,SE,STRICT_3EM,467.3976454276171,15867,436.8371147664965,507.6638621037373,449.48663263376824,426.0889456103863,510.502363395727
2015,Sul,PR,STRICT_3EM,466.2425184811616,79315,439.059257391414,508.802510243964,456.67041921452443,430.47219567547126,486.42398033158923
2015,Sudeste,ES,STRICT_3EM,462.4479175356274,38360,438.8217883211679,505.99146767466107,451.9983368091762,434.87163190823776,471.00714285714287
2015,Sudeste,RJ,STRICT_3EM,461.009945725848,133274,426.74012335489294,498.2998116661915,450.640714618005,426.73416120173476,491.3227261131203
2015,Nordeste,PB,STRICT_3EM,460.93700353463515,30932,429.67754105780426,504.15143540669857,447.8372138885297,418.2108302081986,498.32170567696886
2015,Sul,RS,STRICT_3EM,460.1170306157716,82942,429.33609148561646,502.99652528272765,452.7325251380483,422.6605013141714,480.8906344192327
2015,Sudeste,MG,STRICT_3EM,460.0962785314419,157969,432.81755724224377,498.5895644082067,446.16953389589094,431.5546961745659,480.95999848071455
2015,Nordeste,RN,STRICT_3EM,458.21439762417594,25535,430.9356021147444,499.051588016448,444.8202428039945,417.95781868024284,490.36608576463675
2015,Sul,SC,STRICT_3EM,450.6466554834186,55142,423.9117405970041,490.55753327771936,440.1287675456095,416.8267128504588,471.8283522541801
2015,Nordeste,PI,STRICT_3EM,448.2745211215897,29054,423.13624285812625,492.485699043161,436.9406174709162,409.7731844152268,473.735699043161
2015,Nordeste,PE,STRICT_3EM,446.9616882439481,74770,419.1125357763809,489.54564263742145,436.77606660425306,411.18634880299584,469.9103383710044
2015,Centro-Oeste,GO,STRICT_3EM,444.1163250487579,58623,420.07877965986046,484.4891783088549,434.0103628268768,406.89681183153374,465.0918922607168
2015,Centro-Oeste,MS,STRICT_3EM,443.88029218921895,22725,421.6637403740374,485.07062706270625,432.16407480748074,405.4700374037404,462.40563256325635
2015,Sudeste,SP,STRICT_3EM,443.41657007640043,359422,416.0270014078159,480.37715109258755,437.3263267134455,410.3996040865612,459.6126447462871
2015,Nordeste,AL,STRICT_3EM,442.61592024353115,21900,414.73922374429225,484.4607671232877,430.4003378995434,400.0363424657534,476.90913242009134
2015,Nordeste,BA,STRICT_3EM,439.987281391892,90371,413.3929335738235,485.2506711223733,429.55883413927035,397.7902479777805,464.39612264996515
2015,Norte,PA,STRICT_3EM,436.74326226787014,57834,411.0149479544904,481.3441504997061,425.9953314659197,391.17744233495864,465.2985613998686
2015,Nordeste,MA,STRICT_3EM,427.798243512974,47261,402.20952794058525,473.816383487442,419.1612746238971,387.3046021032141,448.2613571443685
2015,Norte,AP,STRICT_3EM,427.51470575783236,9448,402.9480842506351,471.2647226926333,417.58211261642674,376.68718247248097,456.22078746824724
2015,Centro-Oeste,MT,STRICT_3EM,425.457395883472,29086,406.3363130028192,469.03061610396753,413.8608471429554,382.79744894450937,440.09269064154574
2015,Norte,RO,STRICT_3EM,421.25376009782104,16629,404.18886282999574,469.27443021227975,410.60473870948346,379.4095616092369,428.9856876540983
2015,Norte,AC,STRICT_3EM,420.032829339143,9180,397.4952614379085,468.0813725490196,409.54199346405227,372.9151960784314,439.5572984749455
2015,Norte,TO,STRICT_3EM,416.789741070802,14251,396.36207283699395,463.62860851870045,405.4522700161392,379.9993123289594,425.72661567609293
2015,Norte,AM,STRICT_3EM,411.9021973372065,34425,386.8827392883079,454.33085257806823,402.34917066085694,364.12711401597676,437.78538852578066
2015,Nordeste,CE,STRICT_3EM,400.82788152670025,117945,377.9652744923481,440.4316342362966,387.41450506592054,367.51297553944636,418.23428716774765
2015,Norte,RR,STRICT_3EM,390.9510403005464,4880,370.59397540983605,429.6881762295082,382.4948155737705,347.3444057377049,407.8975409836066
